"ID","GP","Tps_T_SVT-TC","Tps_T_SVT-TR","Tps_T_SVT-TI","Tps_T_SES-TC","Tps_T_SES-TR","Tps_T_SES-TI","Tps_RI_SES-TC","Tps_RI_SES-TR","Tps_RI_SES-TI","Tps_RI_SVT-TC","Tps_RI_SVT-TR","Tps_RI_SVT-TI","Tps_Xplo_SVT-TC","Tps_Xplo_SVT-TR","Tps_Xplo_SVT-TI","Tps_Xplo_SES-TC","Tps_Xplo_SES-TR","Tps_Xplo_SES-TI","Tps_XplR_SES-TC","Tps_XplR_SES-TR","Tps_XplR_SES-TI","Tps_XplR_SVT-TC","Tps_XplR_SVT-TR","Tps_XplR_SVT-TI","Tps_Co_SVT-TC","Tps_Co_SVT-TR","Tps_Co_SVT-TI","Tps_Co_SES-TC","Tps_Co_SES-TR","Tps_Co_SES-TI","FOK_SES-TC","FOK_SES-TR","FOK_SES-TI","FOK_SVT-TC","FOK_SVT-TR","FOK_SVT-TI","FOF_G_SVT-TC","FOF_G_SVT-TR","FOF_G_SVT-TI","FOF_G_SES-TC","FOF_G_SES-TR","FOF_G_SES-TI","FOF_R_SES-TC","FOF_R_SES-TR","FOF_R_SES-TI","FOF_R_SVT-TC","FOF_R_SVT-TR","FOF_R_SVT-TI","FOF_D_SVT-TC","FOF_D_SVT-TR","FOF_D_SVT-TI","FOF_D_SES-TC","FOF_D_SES-TR","FOF_D_SES-TI","NB_R_SES-TC","NB_R_SES-TR","NB_R_SES-TI","NB_R_SVT-TC","NB_R_SVT-TR","NB_R_SVT-TI","NB_D_SVT-TC","NB_D_SVT-TR","NB_D_SVT-TI","NB_D_SES-TC","NB_D_SES-TR","NB_D_SES-TI","Rel_SES-TC","Rel_SES-TR","Rel_SES-TI","Rel_SVT-TC","Rel_SVT-TR","Rel_SVT-TI","SW2a_SVT-TC","SW2a_SVT-TR","SW2a_SVT-TI","SW2a_SES-TC","SW2a_SES-TR","SW2a_SES-TI","SW2b_SES-TC","SW2b_SES-TR","SW2b_SES-TI","SW2b_SVT-TC","SW2b_SVT-TR","SW2b_SVT-TI","ZTps_T_SVT.TC","ZTps_T_SVT.TR","ZTps_T_SVT.TI","ZTps_T_SES.TC","ZTps_T_SES.TR","ZTps_T_SES.TI","ZTps_RI_SES.TC","ZTps_RI_SES.TR","ZTps_RI_SES.TI","ZTps_RI_SVT.TC","ZTps_RI_SVT.TR","ZTps_RI_SVT.TI","ZTps_Xplo_SVT.TC","ZTps_Xplo_SVT.TR","ZTps_Xplo_SVT.TI","ZTps_Xplo_SES.TC","ZTps_Xplo_SES.TR","ZTps_Xplo_SES.TI","ZTps_XplR_SES.TC","ZTps_XplR_SES.TR","ZTps_XplR_SES.TI","ZTps_XplR_SVT.TC","ZTps_XplR_SVT.TR","ZTps_XplR_SVT.TI","ZTps_Co_SVT.TC","ZTps_Co_SVT.TR","ZTps_Co_SVT.TI","ZTps_Co_SES.TC","ZTps_Co_SES.TR","ZTps_Co_SES.TI","ZFOK_SES.TC","ZFOK_SES.TR","ZFOK_SES.TI","ZFOK_SVT.TC","ZFOK_SVT.TR","ZFOK_SVT.TI","ZFOF_G_SVT.TC","ZFOF_G_SVT.TR","ZFOF_G_SVT.TI","FZOF_G_SES.TC","ZFOF_G_SES.TR","ZFOF_G_SES.TI","ZFOF_R_SES.TC","ZFOF_R_SES.TR","ZFOF_R_SES.TI","ZFOF_R_SVT.TC","ZFOF_R_SVT.TR","ZFOF_R_SVT.TI","ZFOF_D_SVT.TC","ZFOF_D_SVT.TR","ZFOF_D_SVT.TI","ZFOF_D_SES.TC","ZFOF_D_SES.TR","ZFOF_D_SES.TI","ZNB_R_SES.TC","ZNB_R_SES.TR","ZNB_R_SES.TI","ZNB_R_SVT.TC","ZNB_R_SVT.TR","ZNB_R_SVT.TI","ZNB_D_SVT.TC","ZNB_D_SVT.TR","ZNB_D_SVT.TI","ZNB_D_SES.TC","ZNB_D_SES.TR","ZNB_D_SES.TI","ZRel_SES.TC","ZRel_SES.TR","ZRel_SES.TI","ZRel_SVT.TC","ZRel_SVT.TR","ZRel_SVT.TI","ZSW2a_SVT.TC","ZSW2a_SVT.TR","ZSW2a_SVT.TI","ZSW2a_SES.TC","ZSW2a_SES.TR","ZSW2a_SES.TI","ZSW2b_SES.TC","ZSW2b_SES.TR","ZSW2b_SES.TI","ZSW2b_SVT.TC","ZSW2b_SVT.TR","ZSW2b_SVT.TI","LgTps_T_SVT.TC","LgTps_T_SVT.TR","LgTps_T_SVT.TI","LgTps_T_SES.TC","LgTps_T_SES.TR","LgTps_T_SES.TI","LgTps_RI_SES.TC","LgTps_RI_SES.TR","LgTps_RI_SES.TI","LgTps_RI_SVT.TC","LgTps_RI_SVT.TR","LgTps_RI_SVT.TI","LgTps_Xplo_SVT.TC","LgTps_Xplo_SVT.TR","LgTps_Xplo_SVT.TI","LgTps_Xplo_SES.TC","LgTps_Xplo_SES.TR","LgTps_Xplo_SES.TI","LgTps_XplR_SES.TC","LgTps_XplR_SES.TR","LgTps_XplR_SES.TI","LgTps_XplR_SVT.TC","LgTps_XplR_SVT.TR","LgTps_XplR_SVT.TI","LgTps_Co_SVT.TC","LgTps_Co_SVT.TR","LgTps_Co_SVT.TI","LgTps_Co_SES.TC","LgTps_Co_SES.TR","LgTps_Co_SES.TI"
"dedjfes","ses",496509,290500,299300,564000,,884201,79499,,309800,19672,,81106,9836,,63105,53999.0,,246695,25500.0,,63105,9836,51601,18001,34786,49500,13499,45000.0,,90210,1,6,3,1,2,4,2,3,6,1,3,4,1,2,1,1,1,4,1,5,3,1,5,4,1,,2,1,1,1,2,1,2,1,,3,0,,0,0,0,1,0,1,1,0,,2,0,,1,0,0,0,1.218219109,-0.30599801,-0.4343468,0.727974583,,2.444077783,-0.30068635,,1.39037003,-0.79147315,,-0.77412481,-0.79695926,,-0.74670743,-0.390187774,,1.148571948,0.186254301,,1.35995037,-0.37139873,0.19431148,-0.4827594,0.155066527,0.2460681989,-1.091446755,-0.11561819,,1.482631314,-0.9510883,1.1432767,-0.60972646,-0.6289416,-0.47323824,0.3681559,-0.08531256,0.04135812,1.1490384,-0.93666724,-0.43728095,-0.1184713,-0.8508568,-0.62152952,-1.4699734,-0.5079696,-0.8855487,0.71517452,-0.8291744,0.6398358,-0.5710103,-0.97182072,0.1551469,-0.3535629,-0.3947468,,0.5614889,-0.2585692,-0.6458675,-0.7289259,0.5054345,-0.9311584,-0.45749779,-0.7067303,,0.4663467,-0.54649709,,-0.8381284,-0.6492146,-0.64154245,-0.07534905,-0.6396733,-0.3393067,-0.2949557,-0.69482068,,0.5886874,-0.3947468,,0.5614889,-0.2585692,-0.6458675,-0.74451968,5.695927,5.463146,5.476107,5.751279,,5.946551,4.900362,,5.491081,4.293849,,4.909053,3.992819,,4.800064,4.732386,,5.39216,4.40654,,4.800064,3.992819,4.712658,4.255297,4.541404,4.694605,4.130302,4.653213,,4.955255
"emhufs","s",137354,272937,891443,628948,372144,697627,407347,128851,510431,16611,81563,621666,14784,66115,395969,393837.0,101037,482118,13510.0,27814,28313,1827,15448,225697,35574,100138,68039,85502.0,64709,62088,5,5,3,2,2,3,3,2,4,4,5,2,5,5,3,2,3,3,2,5,5,8,5,5,1,1,1,1,1,6,1,2,10,2,6,4,3,0,7,1,0,1,0,1,7,1,0,3,0,0,0,0,0,5,-0.73975975,-0.37695992,2.38087103,0.961708094,-0.19809956,1.555150911,1.92507722,-0.304643403,3.19094885,-0.82870459,-0.72421951,3.0220949,-0.72779928,-0.5947923,2.04611333,2.273878979,-0.21338222,3.455013438,-0.22099379,-0.4061489956,0.104439067,-0.80312211,-0.68612018,4.56058967,0.193924506,2.2527726263,0.917768147,1.01991171,0.115330806,0.444076023,1.1936478,0.6297193,-0.60972646,0.01534004,-0.47323824,-0.1650354,0.56616515,-0.53765551,0.1740967,0.57641061,0.54222838,-1.11363,2.36136664,1.15830502,-0.449496,0.399891,0.3646377,0.08280968,-0.1720928,0.6398358,0.3426062,2.38953566,0.1551469,0.1498148,-0.3947468,-0.6708854,-0.5353731,-0.2585692,-0.6458675,2.7441918,-0.6598728,-0.4054023,3.65998231,0.1079727,2.0845338,1.1417453,1.05441792,-0.9052316,3.601687,0.5754403,-0.64154245,-0.07534905,-0.6396733,-0.3393067,3.2887556,0.06399664,-0.7656813,1.3158894,-0.3947468,-0.6708854,-0.5353731,-0.2585692,-0.6458675,2.76164859,5.137841,5.436062,5.950094,5.798615,5.570711,5.843623,5.609965,5.110088,5.707937,4.220396,4.911493,5.793557,4.169792,4.8203,5.597661,5.595317,5.00448,5.683153,4.130655,4.444263,4.451986,3.261739,4.188872,5.353526,4.551133,5.000599,4.832758,4.931976,4.810965,4.793008
"enjahs","s",221901,201302,340400,559456,636400,178998,110312,13501,5499,45001,44498,196339,40802,29997,157859,105399.0,10500,1500,4913.0,3001,3999,4199,14501,38480,36000,19302,17001,72042.0,71467,58500,1,5,2,1,1,3,1,1,4,3,6,3,3,5,5,1,0,5,2,0,3,3,8,3,1,1,1,1,1,0,2,1,4,2,2,1,0,0,0,0,0,2,0,1,3,1,1,0,0,0,0,0,0,0,-0.278841098,-0.66639546,-0.2389456,0.7116217304,0.33925763,-0.915843198,-0.09149656,-1.230521018,-1.34060343,-0.48339245,-1.04336635,0.03512816,-0.36413633,-0.9781895,0.04830476,0.012748423,-1.02574321,-1.253605925,-0.512996445,-1.1172253368,-0.772960963,-0.67525998,-0.70918241,0.01451905,0.214931484,-0.9506311236,-0.96243556,0.64254189,0.30759222,0.311569929,-0.9510883,0.6297193,-1.14885301,-0.6289416,-1.02534952,-0.1650354,-0.73679027,-1.11666914,0.1740967,0.07205133,1.03198305,-0.6160506,0.75525492,1.15830502,0.5709814,-0.5079696,-1.5106418,1.34753936,-0.1720928,-1.8484145,-0.5710103,-0.01143318,1.5033201,-0.8569405,-0.3947468,-0.6708854,-0.5353731,-0.2585692,-0.6458675,-1.4235495,0.5054345,-0.9311584,0.57187224,0.1079727,-0.3065491,-0.8844506,-0.54649709,-0.9052316,-0.8381284,-0.6492146,-0.64154245,0.53497826,-0.6396733,-0.3393067,0.8996148,0.06399664,-0.1546831,-0.8657167,-0.3947468,-0.6708854,-0.5353731,-0.2585692,-0.6458675,-0.74451968,5.346159,5.303848,5.53199,5.747766,5.80373,5.252848,5.042623,4.130366,3.740284,4.653222,4.64834,5.293007,4.610681,4.477078,5.198269,5.022836,4.021189,3.176091,3.691347,3.477266,3.601951,3.623146,4.161398,4.585235,4.556303,4.285602,4.230474,4.857586,4.854106,4.767156
"ervifs","s",819459,713001,439599,1191990,296202,1064460,965919,139557,225635,338052,490898,237101,245701,419972,211906,739792.0,134105,194043,226127.0,5452,31592,92351,70926,25195,26579,40500,20243,78038.0,47144,43895,6,5,7,2,1,4,3,2,4,6,7,5,5,3,3,1,1,4,1,1,5,5,5,5,5,1,4,5,3,1,5,4,6,7,1,3,13,2,0,3,3,2,1,3,3,5,0,0,4,0,3,4,2,0,2.978821837,1.40108382,0.23267493,2.9879719282,-0.3525255,3.302917006,5.71722848,-0.21870976,0.63502456,3.08103404,2.80034475,0.32138964,2.49981076,3.16144512,0.501774,4.985898275,0.0833269,0.632739776,7.000679877,-1.0469860222,0.222765739,4.07655414,0.66493196,-0.3080721,-0.249638329,-0.1105876691,-0.84300258,0.81064809,-0.384383863,-0.227797827,1.7298318,0.6297193,1.54677975,0.01534004,-1.02534952,0.3681559,0.56616515,-0.53765551,0.1740967,1.58512917,1.52173772,0.3791081,2.36136664,-0.02825134,-0.449496,-0.5079696,-0.8855487,0.71517452,-0.8291744,-1.3507645,0.3426062,0.94895435,0.1551469,0.1498148,5.8460118,-0.6708854,2.7552127,7.5455197,1.0833907,-0.7289259,4.0013562,0.6461099,1.60124226,4.1814877,-0.9043198,0.4663467,6.39080129,0.103455,-0.8381284,3.0247501,1.05786255,0.53497826,0.4013636,0.8590956,0.8996148,3.09926591,-0.7656813,-0.8657167,5.8460118,-0.6708854,2.7552127,7.5455197,1.0833907,-0.74451968,5.913527,5.85309,5.643057,6.076273,5.471588,6.027129,5.984941,5.144752,5.353406,5.528984,5.690991,5.374933,5.390407,5.62322,5.326143,5.86911,5.127445,5.287898,5.354352,3.736556,4.499577,4.965442,4.850805,4.401314,4.424539,4.607455,4.306275,4.892306,4.673426,4.642415
"fajahs","s",379900,440200,424201,481301,478100,436999,132100,126099,130800,90603,220599,182801,51406,192998,140699,123601.0,103300,103466,8499.0,22799,27334,39197,27601,42102,23002,81601,72000,82500.0,72512,117600,4,4,3,3,1,2,1,1,3,3,3,4,5,5,5,3,2,3,4,4,7,7,3,5,1,2,3,1,2,3,3,2,3,3,2,4,1,2,1,3,1,1,3,0,1,2,0,1,0,1,2,0,1,2,0.582510413,0.29885299,0.15946842,0.4303591426,0.017359,0.313395721,0.0564224,-0.326732828,-0.21607966,0.07127202,0.47294496,-0.05994588,-0.21592041,0.75208701,-0.09567237,0.155438007,-0.19307701,-0.254644001,-0.39119564,-0.5498659122,0.069110671,1.21129949,-0.39015896,0.10246976,-0.426027908,1.5181804234,1.063688577,0.93574647,0.3373219,2.49415359,0.6574637,0.1161618,-0.60972646,0.65962168,-1.02534952,-0.6982267,-0.73679027,-1.11666914,-0.3133741,0.07205133,-0.43728095,-0.1184713,2.36136664,1.15830502,0.5709814,1.3077516,-0.2604555,0.08280968,1.1420704,0.1421857,1.2562227,1.90934189,-0.7436352,0.1498148,-0.3947468,0.3164554,1.6583508,-0.2585692,0.2187616,0.6603211,1.6707417,-0.4054023,0.05718722,0.9226757,-0.3065491,1.1417453,-0.01285876,0.103455,-0.2038691,3.0247501,-0.07507412,-0.07534905,2.4834376,-0.9385078,-0.2949557,0.82281396,-0.7656813,-0.1385147,-0.3947468,0.3164554,1.6583508,-0.2585692,0.2187616,0.65794763,5.579669,5.64365,5.627572,5.682417,5.679519,5.64048,5.120903,5.100712,5.116608,4.957143,5.343604,5.261979,4.711014,5.285553,5.148291,5.092022,5.0141,5.014798,3.929368,4.357916,4.436703,4.593253,4.440925,4.624303,4.361766,4.911695,4.857332,4.916454,4.86041,5.070407
"fesahs","s",258601,232060,285600,430399,390774,369600,68888,170427,231139,39766,60679,151719,22812,50153,145117,61187.0,166577,227348,7701.0,3850,3791,16954,10526,6602,16954,44785,28880,57471.0,59041,36675,3,7,3,2,2,4,3,3,4,4,4,2,3,5,3,2,2,5,3,1,5,3,6,4,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.078766411,-0.5421202,-0.49948053,0.2471740841,-0.16021598,-0.007725027,-0.37272454,0.029073872,0.68442065,-0.54706659,-0.90404043,-0.27822711,-0.61558904,-0.76423098,-0.05860413,-0.33383942,0.37468829,0.959029195,-0.418300225,-1.0928951948,-0.780466894,0.01229549,-0.80598533,-0.75955402,-0.724267821,0.0592201525,-0.524821628,0.23402364,-0.045920702,-0.494434951,0.1212797,1.6568341,-0.60972646,0.01534004,-0.47323824,0.3681559,0.56616515,0.04135812,0.1740967,0.57641061,0.05247371,-1.11363,0.75525492,1.15830502,-0.449496,0.399891,-0.2604555,1.34753936,0.4849888,-1.3507645,0.3426062,-0.01143318,0.604538,-0.3535629,-0.3947468,-0.6708854,-0.5353731,-0.2585692,-0.6458675,-0.7289259,-0.6598728,-0.9311584,-0.9721828,-0.7067303,-0.9043198,-0.8844506,-0.54649709,0.103455,-0.8381284,-0.6492146,-0.64154245,-0.07534905,-0.6396733,-0.9385078,-0.8922409,-0.69482068,-0.7656813,-0.8657167,-0.3947468,-0.6708854,-0.5353731,-0.2585692,-0.6458675,-0.74451968,5.41263,5.3656,5.455758,5.633871,5.591926,5.567732,4.838144,5.231538,5.363873,4.599512,4.783038,5.18104,4.358163,4.700297,5.161718,4.786659,5.221615,5.356691,3.886547,3.585461,3.578754,4.229272,4.022263,3.819676,4.229272,4.651133,4.460597,4.759449,4.771154,4.56437
"gabahs","s",201201,136300,384700,287699,546898,104399,83294,203263,53999,22453,32596,179866,14824,18396,111998,11501.0,96198,36000,71793.0,107065,17999,7629,14200,67868,49500,24001,24990,51706.0,47518,35400,5,3,4,1,2,4,2,2,5,4,6,3,3,3,2,1,2,3,1,4,6,4,5,3,3,3,1,1,2,3,1,1,5,1,5,1,0,3,1,2,0,1,0,0,4,1,4,0,2,2,0,0,1,2,-0.391689763,-0.92903089,-0.02833068,-0.2663717067,0.15725782,-1.271268154,-0.27492205,0.292637959,-0.90533633,-0.7576474,-1.14584809,-0.08055766,-0.72724019,-1.1013356,-0.33648168,-0.723339184,-0.2568011,-0.915609079,1.758625932,1.8649794901,-0.267754069,-0.49036658,-0.71651265,0.72812905,0.880645577,-0.7644171321,-0.668126468,0.07239385,-0.373743767,-0.541521147,1.1936478,-0.3973956,-0.07059991,-0.6289416,-0.47323824,0.3681559,-0.08531256,-0.53765551,0.6615676,0.57641061,1.03198305,-0.6160506,0.75525492,-0.02825134,-0.9597347,-0.5079696,-0.2604555,0.08280968,-0.8291744,0.1421857,0.7994145,0.46876058,0.1551469,-0.8569405,2.7256325,1.3037961,-0.5353731,-0.2585692,0.2187616,0.6603211,-0.6598728,-0.9311584,1.08655725,-0.7067303,1.4867631,-0.8844506,-0.54649709,0.6077984,-0.2038691,1.8000952,-0.64154245,-0.07534905,-0.6396733,-0.9385078,1.4969,0.06399664,1.6783115,-0.8657167,2.7256325,1.3037961,-0.5353731,-0.2585692,0.2187616,0.65794763,5.30363,5.134496,5.585122,5.458938,5.737906,5.018696,4.920614,5.308058,4.732386,4.351274,4.513164,5.254949,4.170965,4.264723,5.04921,4.060736,4.983166,4.556303,4.856082,5.029648,4.255248,3.882468,4.152288,4.831665,4.694605,4.380229,4.397766,4.713541,4.676858,4.549003
"gagohes","ses",289885,314501,744502,891656,,341899,238348,,79599,14814,180324,233750,8513,172817,122314,144559.0,,69099,93789.0,,10500,6301,7507,111436,83582,34500,67101,43612.0,,25499,1,4,6,1,4,3,2,4,3,1,4,4,0,2,5,2,3,2,2,4,2,0,2,5,2,,2,1,1,4,1,1,3,2,,2,3,,0,0,0,1,0,0,2,0,1,3,1,,1,0,0,3,0.091782267,-0.20902387,1.68227133,1.9071361781,,-0.139705706,0.77774121,,-0.6755871,-0.85056179,0.12615852,0.2978564,-0.81545131,0.53786311,-0.24992759,0.319732497,,-0.591337845,2.505734272,,-0.538364533,-0.56195213,-0.87950684,1.78606292,2.561302444,-0.3483582478,0.883212893,-0.1545327,,-0.907168538,-0.9510883,0.1161618,1.0076532,-0.6289416,0.63098432,-0.1650354,-0.08531256,0.62037174,-0.3133741,-0.93666724,0.05247371,-0.1184713,-1.65391266,-0.62152952,0.5709814,0.399891,0.3646377,-0.54955516,-0.1720928,0.1421857,-1.0278186,-1.45201449,-1.1930263,0.1498148,1.1654429,,0.5614889,-0.2585692,-0.6458675,1.3549447,-0.6598728,-0.9311584,0.05718722,0.1079727,,-0.209052,1.05441792,,-0.8381284,-0.6492146,-0.64154245,-0.07534905,-0.6396733,-0.9385078,0.3023295,-0.69482068,-0.1546831,1.3158894,1.1654429,,0.5614889,-0.2585692,-0.6458675,1.35918128,5.462226,5.497622,5.871866,5.950197,,5.533898,5.377212,,4.900908,4.170672,5.256054,5.368752,3.930083,5.237586,5.087476,5.160045,,4.839472,4.972152,,4.021189,3.799409,3.875466,5.047026,4.922113,4.537819,4.826729,4.639606,,4.406523
"inmofes","ses",266401,151499,200749,336600,210902,167100,107302,101330,87601,122101,43702,136700,104599,40701,104225,102802.0,90758,71097,4500.0,10572,16504,17502,3001,32475,19300,19499,11999,50599.0,18301,22500,3,5,5,3,4,5,3,3,5,3,4,5,4,4,5,6,7,6,3,4,6,2,6,6,1,1,1,2,1,2,3,4,4,1,3,3,2,2,0,1,0,2,2,0,2,0,2,2,0,0,0,1,0,1,-0.036243726,-0.86762054,-0.90288655,-0.0903878054,-0.52598067,-0.972530903,-0.11193148,-0.525545682,-0.60377252,0.45438726,-1.05022028,-0.38370184,0.52757731,-0.86456517,-0.40169929,-0.007610046,-0.30561256,-0.571763419,-0.527024257,-0.9002600775,-0.321702948,0.0418353,-0.98924117,-0.13129652,-0.608581505,-0.9428243229,-1.146705691,0.04135756,-1.20495148,-1.017922657,0.1212797,0.6297193,0.46852665,0.65962168,0.63098432,0.9013472,0.56616515,0.04135812,0.6615676,0.07205133,0.05247371,0.3791081,1.55831078,0.56502684,0.5709814,4.0313335,2.8650103,1.97990419,0.4849888,0.1421857,0.7994145,-0.49162695,0.604538,0.6531924,-0.3947468,-0.6708854,-0.5353731,1.692453,-0.6458675,-0.0343024,1.6707417,0.6461099,0.57187224,-0.7067303,0.2912216,0.4663467,0.52077958,0.103455,-0.8381284,0.5754403,-0.64154245,0.53497826,1.4424006,-0.9385078,0.3023295,-0.69482068,0.4563151,0.5886874,-0.3947468,-0.6708854,-0.5353731,1.692453,-0.6458675,-0.04328603,5.425536,5.18041,5.302653,5.527114,5.324081,5.222976,5.030608,5.005738,4.942509,5.086719,4.640501,5.135769,5.019528,4.609605,5.017972,5.012002,4.957885,4.851851,3.653213,4.024157,4.217589,4.243088,3.477266,4.511549,4.285557,4.290012,4.079145,4.704142,4.262475,4.352183
"jagufes","ses",338829,163500,415799,426194,375200,607800,62366,237898,212400,129427,52803,187225,115797,25003,148623,58715.5,152098,179976,3650.5,85800,32424,13630,27800,38602,62902,35999,35499,87424.5,90001,77002,3,3,3,3,3,3,4,3,4,3,5,3,4,3,2,1,2,2,3,3,4,6,6,3,1,2,2,1,1,2,1,1,2,1,2,3,5,3,4,0,1,6,0,0,0,0,1,3,0,1,1,0,0,1,0.358606667,-0.81913145,0.1195229,0.2320412176,-0.19188527,1.127172553,-0.41700246,0.570642044,0.51624601,0.54349458,-0.97185645,-0.02887722,0.68409578,-1.03120145,-0.02918783,-0.353214066,0.24477262,0.494925236,-0.555878073,1.2555796435,0.252789463,-0.166884,-0.38531273,0.0174815,1.541527078,-0.2889552315,-0.280982365,1.07381167,0.83487441,0.994855257,0.1212797,-0.3973956,-0.60972646,0.65962168,0.07887304,-0.1650354,1.21764286,0.04135812,0.1740967,0.07205133,0.54222838,-0.6160506,1.55831078,-0.02825134,-0.9597347,-0.5079696,-0.2604555,-0.54955516,0.4849888,-0.3554643,-0.1142021,1.42914812,0.604538,-0.8569405,-0.3947468,0.3164554,0.5614889,-0.2585692,-0.6458675,-0.0343024,-0.6598728,-0.9311584,-0.45749779,-0.7067303,-0.3065491,0.4663467,2.12169459,0.6077984,1.698909,-0.6492146,-0.07507412,2.9762875,-0.6396733,-0.9385078,-0.8922409,-0.69482068,-0.1546831,1.3158894,-0.3947468,0.3164554,0.5614889,-0.2585692,-0.6458675,-0.04328603,5.529981,5.213518,5.618883,5.629607,5.574263,5.783761,4.794948,5.376391,5.327155,5.112025,4.722659,5.272364,5.063697,4.397992,5.172086,4.768753,5.182124,5.255215,3.562352,4.933487,4.510867,4.134496,4.444045,4.58661,4.798664,4.55629,4.550216,4.941633,4.954247,4.886502
"jarufes","ses",283399,156801,307075,370002,280201,342125,206155,228000,314100,172500,117800,271901,166500,73501,217901,186699.0,223501,300867,19456.0,4499,13233,6000,44299,54000,52364,10502,21000,45346.0,34201,16025,1,2,1,1,3,6,2,3,5,1,1,1,2,3,1,2,3,4,2,4,6,2,4,2,1,1,1,1,2,5,1,2,4,1,1,1,3,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,1,4,0.056423019,-0.84619823,-0.39738222,0.0298186172,-0.38506308,-0.138628935,0.55918259,0.491193958,1.42896072,1.06739841,-0.41220212,0.56578147,1.39278987,-0.51638896,0.5520737,0.650077465,0.88545005,1.679295575,-0.019034061,-1.074296535,-0.43974093,-0.57817747,0.01648635,0.39138128,1.021875589,-1.2993613057,-0.815115237,-0.1059176,-0.752605153,-1.25704667,-0.9510883,-0.9109531,-1.68797956,-0.6289416,0.07887304,1.4345384,-0.08531256,0.04135812,0.6615676,-0.93666724,-1.41679029,-1.6112094,-0.04780094,-0.02825134,-1.4699734,0.399891,0.3646377,0.71517452,-0.1720928,0.1421857,0.7994145,-0.49162695,-0.2942441,-1.3603182,-0.3947468,-0.6708854,-0.5353731,-0.2585692,0.2187616,2.0495682,-0.6598728,-0.4054023,0.57187224,-0.7067303,-0.9043198,-0.8844506,1.05441792,-0.9052316,-0.8381284,3.0247501,-0.64154245,-0.68567636,-0.6396733,-0.3393067,0.3023295,-0.69482068,-0.7656813,-0.8657167,-0.3947468,-0.6708854,-0.5353731,-0.2585692,0.2187616,2.06041494,5.452398,5.195349,5.487244,5.568204,5.44747,5.534185,5.314194,5.357935,5.497068,5.236789,5.071145,5.434411,5.221414,4.866293,5.338259,5.271142,5.349279,5.478375,4.289054,3.653116,4.121658,3.778151,4.646394,4.732394,4.719033,4.021272,4.322219,4.656539,4.534039,4.204798
"jugufes","ses",686099,618300,600129,724401,490400,167198,173898,204199,46097,187399,379796,323827,181499,276397,240776,170889.0,166496,4498,3009.0,37703,41599,5900,103399,83051,51001,27003,42001,231004.0,24499,21381,8,7,5,5,8,5,7,8,7,8,8,6,1,1,3,1,1,3,5,2,6,2,2,7,1,1,2,1,4,4,1,5,4,4,1,2,4,2,1,1,0,4,0,5,4,3,0,2,0,0,1,0,3,3,2.251792948,1.01845193,0.99588064,1.3052223643,0.04237071,-0.972063985,0.34018947,0.300150932,-0.97625346,1.24861735,1.84370498,0.93044498,1.60243629,1.63737809,0.74400126,0.526139308,0.3739615,-1.224234489,-0.577667034,-0.1227558574,0.583880409,-0.58356795,1.45574482,1.09680813,0.954663121,-0.6454525859,-0.041453298,5.09926266,-1.028621761,-1.059247718,2.8021998,1.6568341,0.46852665,1.94818496,2.83942943,0.9013472,3.17207599,2.93642625,1.6365092,2.59384773,2.01149239,0.8766875,-0.8508568,-1.2148077,-0.449496,-0.5079696,-0.8855487,0.08280968,1.7991521,-0.8531144,0.7994145,-0.49162695,-1.1930263,1.1565701,-0.3947468,-0.6708854,0.5614889,-0.2585692,1.9480198,1.3549447,-0.6598728,1.171866,0.57187224,1.7373787,-0.9043198,-0.209052,1.58805626,0.103455,-0.2038691,0.5754403,-0.64154245,1.75563288,-0.6396733,2.0574978,1.4969,1.58163128,-0.7656813,0.5886874,-0.3947468,-0.6708854,0.5614889,-0.2585692,1.9480198,1.35918128,5.836387,5.791199,5.778245,5.859979,5.69055,5.223231,5.240295,5.310054,4.663673,5.272767,5.57955,5.510313,5.258874,5.441533,5.381613,5.232714,5.221404,3.653019,3.478422,4.576376,4.619083,3.770852,5.014516,4.919345,4.707579,4.431412,4.62326,5.36362,4.389148,4.330028
